position,code,media,bucket,school
1107,DJ271051,8.50,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
1108,DJ276951,8.50,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1109,DJ9209622,8.50,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
1110,DJ9426024,8.50,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1111,DJ9260768,8.50,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
1112,DJ9438135,8.50,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1113,DJ9303540,8.50,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
1114,DJ9605113,8.50,FAR_RURAL,"ȘCOALA GIMNAZIALĂ TESLUI"
1115,DJ9274059,8.50,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1116,DJ9447596,8.50,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
1117,DJ9447363,8.50,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
1118,DJ10882318,8.50,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
1119,DJ9548495,8.50,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
1120,DJ9446540,8.50,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
1121,DJ9437018,8.50,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
1122,DJ12615488,8.47,CRAIOVA_VOCATIONAL,"LICEUL CU PROGRAM SPORTIV ""PETRACHE TRIȘCU"" CRAIOVA"
1123,DJ8888441,8.47,FAR_RURAL,"ȘCOALA GIMNAZIALĂ PRAPOR"
1124,DJ9442163,8.47,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
1125,DJ9433313,8.47,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
1126,DJ9523047,8.47,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ELENA FARAGO"" CRAIOVA"
1127,DJ9453569,8.47,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1128,DJ9534029,8.47,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 1 DĂBULENI"
1129,DJ9701895,8.47,CRAIOVA,"ȘCOALA GIMNAZIALĂ PARTICULARĂ ""ETHOS"" CRAIOVA"
1130,DJ9439465,8.47,CRAIOVA,"ȘCOALA ROMÂNO-BRITANICĂ CRAIOVA"
1131,DJ9091009,8.47,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
1132,DJ5042101,8.47,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
1133,DJ9442666,8.47,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI EMINESCU"" CRAIOVA"
1134,DJ9592020,8.47,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
1135,DJ9733026,8.47,CRAIOVA,"LICEUL ENERGETIC CRAIOVA"
1136,DJ9400811,8.47,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
1137,DJ9586913,8.47,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
1138,DJ9436403,8.47,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
1139,DJ12239849,8.47,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
1140,DJ9443929,8.47,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
1141,DJ10305580,8.47,FAR_RURAL,"ȘCOALA GIMNAZIALĂ UNIREA"
1142,DJ9732012,8.45,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 5 ""AV. P. IVANOVICI"" BĂILEȘTI"
1143,DJ8572193,8.45,FAR_RURAL,"ȘCOALA GIMNAZIALĂ AFUMAȚI"
1144,DJ13197353,8.45,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
1145,DJ9678466,8.45,FAR_RURAL,"ȘCOALA GIMNAZIALĂ ""NICOLAE CARAȘ"" CIUPERCENII NOI"
1146,DJ10013782,8.45,FAR_TOWN,"ȘCOALA GIMNAZIALĂ FILIAȘI"
1147,DJ12524001,8.45,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI EMINESCU"" CRAIOVA"
1148,DJ8588022,8.45,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ELENA FARAGO"" CRAIOVA"
1149,DJ8589188,8.45,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
1150,DJ8880432,8.45,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
1151,DJ9037526,8.45,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ ȚUGLUI"
1152,DJ234751,8.45,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
1153,DJ12449961,8.45,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
1154,DJ10743267,8.45,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
1155,DJ12094386,8.45,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
1156,DJ8898784,8.45,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
1157,DJ9439157,8.45,FAR_RURAL,"ȘCOALA GIMNAZIALĂ VALEA LUI PĂTRU"
1158,DJ11030485,8.45,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1159,DJ8784137,8.45,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
1160,DJ9481626,8.45,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1161,DJ9440776,8.45,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
1162,DJ8321035,8.45,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ELENA FARAGO"" CRAIOVA"
1163,DJ12327249,8.45,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
1164,DJ12232386,8.42,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1165,DJ8885450,8.42,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
1166,DJ9313842,8.42,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
1167,DJ9015297,8.42,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1168,DJ9313178,8.42,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
1169,DJ10070428,8.42,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 5 ""AV. P. IVANOVICI"" BĂILEȘTI"
1170,DJ8782794,8.42,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
1171,DJ267901,8.42,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1172,DJ9443574,8.42,CRAIOVA,"LICEUL TEORETIC ""HENRI COANDĂ"" CRAIOVA"
1173,DJ9747971,8.42,FAR_TOWN,"ȘCOALA GIMNAZIALĂ FILIAȘI"
1174,DJ9512138,8.42,FAR_TOWN,"ȘCOALA GIMNAZIALĂ FILIAȘI"
1175,DJ10520833,8.42,FAR_RURAL,"ȘCOALA GIMNAZIALĂ BRALOȘTIȚA"
1176,DJ9638059,8.42,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
1177,DJ269601,8.42,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1178,DJ8934796,8.42,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
1179,DJ9248411,8.42,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 1 DĂBULENI"
1180,DJ9451248,8.40,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1181,DJ9656470,8.40,FAR_RURAL,"ȘCOALA GIMNAZIALĂ FĂRCAȘ"
1182,DJ11016745,8.40,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
1183,DJ9037530,8.40,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ ȚUGLUI"
1184,DJ9091153,8.40,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
1185,DJ9444082,8.40,FAR_RURAL,"ȘCOALA GIMNAZIALĂ BRATOVOEȘTI"
1186,DJ9321757,8.40,CRAIOVA_VOCATIONAL,"LICEUL CU PROGRAM SPORTIV ""PETRACHE TRIȘCU"" CRAIOVA"
1187,DJ9476335,8.40,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE BIBESCU"" CRAIOVA"
1188,DJ9445089,8.40,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
1189,DJ9441220,8.40,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
1190,DJ8419172,8.40,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
1191,DJ9746840,8.40,FAR_TOWN,"ȘCOALA GIMNAZIALĂ FILIAȘI"
1192,DJ9447420,8.40,FAR_RURAL,"ȘCOALA GIMNAZIALĂ SADOVA"
1193,DJ8839289,8.40,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
1194,DJ9029389,8.40,CRAIOVA,"LICEUL TEORETIC ""HENRI COANDĂ"" CRAIOVA"
1195,DJ12089113,8.40,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
1196,DJ9245343,8.40,FAR_RURAL,"ȘCOALA GIMNAZIALĂ DOBROTEȘTI"
1197,DJ268301,8.40,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1198,DJ9445635,8.40,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1199,DJ9442544,8.37,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
1200,DJ9170956,8.37,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 5 ""AV. P. IVANOVICI"" BĂILEȘTI"
1201,DJ8674928,8.37,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1202,DJ12559271,8.37,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
1203,DJ12614087,8.37,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
1204,DJ8626223,8.37,FAR_RURAL,"ȘCOALA GIMNAZIALĂ SILIȘTEA CRUCII"
1205,DJ10949014,8.37,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
1206,DJ8030934,8.37,FAR_TOWN,"LICEUL TEORETIC ""INDEPENDENȚA"" CALAFAT"
1207,DJ8608508,8.37,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
1208,DJ263651,8.37,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1209,DJ9480503,8.37,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ ""CONSTANTIN GHEORGHIȚĂ"" PODARI"
1210,DJ8859072,8.37,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
1211,DJ12078660,8.37,FAR_TOWN,"LICEUL TEHNOLOGIC SEGARCEA"
1212,DJ8892623,8.37,FAR_TOWN,"LICEUL TEORETIC AMĂRĂȘTII DE JOS"
1213,DJ8852065,8.37,CRAIOVA,"LICEUL TEORETIC ""HENRI COANDĂ"" CRAIOVA"
1214,DJ9442583,8.37,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TERRAVEDA"" CRAIOVA"
1215,DJ8896507,8.37,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
1216,DJ12127078,8.37,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
1217,DJ12115429,8.37,CRAIOVA,"LICEUL TEORETIC ""HENRI COANDĂ"" CRAIOVA"
1218,DJ9421672,8.37,FAR_RURAL,"ȘCOALA GIMNAZIALĂ GIGHERA"
1219,DJ10998507,8.37,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1220,DJ9134506,8.37,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ PIELEȘTI"
1221,DJ9442533,8.37,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TERRAVEDA"" CRAIOVA"
1222,DJ9473789,8.37,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
1223,DJ9450854,8.35,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
1224,DJ9493588,8.35,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1225,DJ9206988,8.35,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
1226,DJ12385784,8.35,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1227,DJ270751,8.35,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1228,DJ9710865,8.35,FAR_RURAL,"ȘCOALA GIMNAZIALĂ LEȘILE"
1229,DJ9344226,8.35,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI EMINESCU"" CRAIOVA"
1230,DJ9182358,8.35,FAR_RURAL,"ȘCOALA GIMNAZIALĂ SĂRATA"
1231,DJ8176465,8.35,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1232,DJ9519321,8.35,FAR_RURAL,"ȘCOALA GIMNAZIALĂ ""ȘTEFAN ISPAS"" MAGLAVIT"
1233,DJ9231142,8.35,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
1234,DJ9904030,8.35,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1235,DJ8878179,8.35,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
1236,DJ9697822,8.35,CRAIOVA,"COLEGIUL NAȚIONAL ""NICOLAE TITULESCU"" CRAIOVA"
1237,DJ9747067,8.35,FAR_TOWN,"ȘCOALA GIMNAZIALĂ FILIAȘI"
1238,DJ9474897,8.35,CRAIOVA,"LICEUL TEORETIC ""HENRI COANDĂ"" CRAIOVA"
1239,DJ9304114,8.35,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
1240,DJ287151,8.35,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
1241,DJ8932416,8.35,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
1242,DJ9474892,8.32,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
1243,DJ9181443,8.32,FAR_RURAL,"ȘCOALA GIMNAZIALĂ SĂRATA"
1244,DJ9091498,8.32,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
1245,DJ9494242,8.32,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
1246,DJ9313806,8.32,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1247,DJ9402359,8.32,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1248,DJ8812520,8.32,FAR_TOWN,"LICEUL TEHNOLOGIC SEGARCEA"
1249,DJ8897633,8.32,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
1250,DJ9260904,8.32,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1251,DJ9090102,8.32,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
1252,DJ10720759,8.32,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ BREASTA"
1253,DJ9210541,8.32,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1254,DJ9322337,8.32,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
1255,DJ9477736,8.32,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE BIBESCU"" CRAIOVA"
1256,DJ8844469,8.32,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
1257,DJ12220322,8.32,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1258,DJ265701,8.32,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1259,DJ12618116,8.32,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1260,DJ9451132,8.32,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1261,DJ9455971,8.32,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1262,DJ7896846,8.32,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1263,DJ9322257,8.30,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
1264,DJ9442440,8.30,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
1265,DJ8031903,8.30,FAR_TOWN,"ȘCOALA GIMNAZIALĂ ""CONSTANTIN GEROTĂ"" CALAFAT"
1266,DJ9181543,8.30,FAR_RURAL,"ȘCOALA GIMNAZIALĂ SĂRATA"
1267,DJ9437301,8.30,CRAIOVA,"COLEGIUL NAȚIONAL ""NICOLAE TITULESCU"" CRAIOVA"
1268,DJ9446774,8.30,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
1269,DJ8594057,8.30,FAR_TOWN,"LICEUL TEORETIC BECHET"
1270,DJ12082104,8.30,FAR_TOWN,"ȘCOALA GIMNAZIALĂ ""GHEORGHE BRĂESCU"" CALAFAT"
1271,DJ10948535,8.30,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
1272,DJ10968158,8.30,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
1273,DJ8014384,8.30,FAR_TOWN,"LICEUL TEORETIC ""INDEPENDENȚA"" CALAFAT"
1274,DJ9697833,8.30,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 3 BĂILEȘTI"
1275,DJ9445892,8.30,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
1276,DJ9432638,8.30,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
1277,DJ9199780,8.27,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1278,DJ9732284,8.27,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 5 ""AV. P. IVANOVICI"" BĂILEȘTI"
1279,DJ9424467,8.27,FAR_RURAL,"ȘCOALA GIMNAZIALĂ APELE VII"
1280,DJ9090104,8.27,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
1281,DJ9504669,8.27,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1282,DJ9438817,8.27,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1283,DJ14268826,8.27,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
1284,DJ268801,8.27,FAR_RURAL,"ȘCOALA GIMNAZIALĂ LEȘILE"
1285,DJ9446751,8.27,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
1286,DJ9478094,8.27,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
1287,DJ12068931,8.27,FAR_RURAL,"ȘCOALA GIMNAZIALĂ HOREZU-POENARI"
1288,DJ8441885,8.27,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ELENA FARAGO"" CRAIOVA"
1289,DJ9421954,8.27,FAR_RURAL,"ȘCOALA GIMNAZIALĂ GIGHERA"
1290,DJ9569254,8.27,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
1291,DJ9495940,8.27,CRAIOVA,"COLEGIUL NAȚIONAL ""NICOLAE TITULESCU"" CRAIOVA"
1292,DJ9191943,8.27,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
1293,DJ9450873,8.27,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE BIBESCU"" CRAIOVA"
1294,DJ9710309,8.27,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
1295,DJ9439363,8.25,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
1296,DJ9989160,8.25,CRAIOVA,"ȘCOALA GIMNAZIALĂ PARTICULARĂ ""ETHOS"" CRAIOVA"
1297,DJ9207590,8.25,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1298,DJ9542729,8.25,FAR_RURAL,"ȘCOALA PROFESIONALĂ ""CONSTANTIN ARGETOIANU"" ARGETOAIA"
1299,DJ9261157,8.25,CRAIOVA,"LICEUL ENERGETIC CRAIOVA"
1300,DJ9438681,8.25,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
1301,DJ9192615,8.25,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
1302,DJ8782908,8.25,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1303,DJ9387001,8.25,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""DECEBAL"" CRAIOVA"
1304,DJ9038568,8.25,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1305,DJ12618210,8.25,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
1306,DJ8879766,8.25,FAR_TOWN,"LICEUL TEORETIC BECHET"
1307,DJ8579868,8.22,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
1308,DJ9706102,8.22,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
1309,DJ8758554,8.22,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
1310,DJ9349467,8.22,FAR_RURAL,"ȘCOALA GIMNAZIALĂ PISCU NOU"
1311,DJ9015770,8.22,FAR_RURAL,"ȘCOALA GIMNAZIALĂ MĂCEȘU DE JOS"
1312,DJ9929033,8.22,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
1313,DJ9353247,8.22,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
1314,DJ9525772,8.22,FAR_TOWN,"LICEUL TEORETIC ""INDEPENDENȚA"" CALAFAT"
1315,DJ10591871,8.22,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ BUCOVĂȚ"
1316,DJ8324192,8.22,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1317,DJ9441829,8.22,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1318,DJ10275653,8.22,FAR_RURAL,"ȘCOALA GIMNAZIALĂ NR. 1 MOȚĂȚEI"
1319,DJ8846483,8.22,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
1320,DJ8320759,8.22,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
1321,DJ9091881,8.22,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1322,DJ9438786,8.22,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
1323,DJ274101,8.22,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
1324,DJ8755913,8.22,CRAIOVA,"LICEUL TEORETIC ""HENRI COANDĂ"" CRAIOVA"
1325,DJ9440807,8.22,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
1326,DJ8858600,8.22,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1327,DJ8885513,8.22,FAR_RURAL,"ȘCOALA GIMNAZIALĂ PRAPOR"
1328,DJ10043709,8.20,FAR_RURAL,"ȘCOALA GIMNAZIALĂ PUȚURI"
1329,DJ9451345,8.20,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
1330,DJ9490319,8.20,FAR_RURAL,"ȘCOALA GIMNAZIALĂ SADOVA"
1331,DJ9209510,8.20,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
